instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hrs
264,2011-01-12,1,0,1,10,False,3,True,1,0.18,0.1818,0.55,0.2239,0,39,39,9.8
265,2011-01-12,1,0,1,11,False,3,True,1,0.2,0.1818,0.51,0.3881,3,32,35,9.8
266,2011-01-12,1,0,1,12,False,3,True,1,0.2,0.1515,0.47,0.5821,3,52,55,9.8
267,2011-01-12,1,0,1,13,False,3,True,1,0.22,0.197,0.44,0.3582,0,49,49,9.8
268,2011-01-12,1,0,1,14,False,3,True,1,0.2,0.1818,0.47,0.3284,0,44,44,9.8
269,2011-01-12,1,0,1,15,False,3,True,1,0.2,0.1667,0.47,0.4179,1,48,49,9.8
270,2011-01-12,1,0,1,16,False,3,True,1,0.22,0.197,0.44,0.3284,5,63,68,9.8
271,2011-01-12,1,0,1,17,False,3,True,1,0.2,0.1818,0.47,0.3582,0,139,139,9.8
272,2011-01-12,1,0,1,18,False,3,True,1,0.2,0.1515,0.47,0.5224,2,135,137,9.8
273,2011-01-12,1,0,1,19,False,3,True,1,0.18,0.1515,0.47,0.4179,1,82,83,9.8
274,2011-01-12,1,0,1,20,False,3,True,1,0.16,0.1364,0.5,0.3284,2,54,56,9.8
275,2011-01-12,1,0,1,21,False,3,True,1,0.16,0.1364,0.55,0.3284,0,57,57,9.8
276,2011-01-12,1,0,1,22,False,3,True,1,0.16,0.1212,0.55,0.4478,1,32,33,9.8
277,2011-01-12,1,0,1,23,False,3,True,1,0.14,0.1061,0.59,0.4179,1,19,20,9.8
278,2011-01-13,1,0,1,0,False,4,True,1,0.14,0.1212,0.59,0.2836,1,6,7,9.8
279,2011-01-13,1,0,1,1,False,4,True,1,0.14,0.1212,0.5,0.2836,0,2,2,9.8
280,2011-01-13,1,0,1,2,False,4,True,1,0.14,0.1212,0.5,0.3582,0,2,2,9.8
281,2011-01-13,1,0,1,3,False,4,True,1,0.14,0.1212,0.5,0.3284,0,3,3,9.8
282,2011-01-13,1,0,1,4,False,4,True,1,0.14,0.1212,0.5,0.2537,0,4,4,9.8
283,2011-01-13,1,0,1,5,False,4,True,1,0.14,0.1212,0.5,0.2985,0,3,3,9.8
284,2011-01-13,1,0,1,6,False,4,True,1,0.12,0.1515,0.54,0.1343,0,28,28,9.8
285,2011-01-13,1,0,1,7,False,4,True,1,0.12,0.1515,0.54,0.1343,0,72,72,9.8
286,2011-01-13,1,0,1,8,False,4,True,1,0.14,0.1364,0.5,0.194,5,197,202,9.8
287,2011-01-13,1,0,1,9,False,4,True,1,0.14,0.1212,0.5,0.3284,2,137,139,9.8
288,2011-01-13,1,0,1,10,False,4,True,2,0.16,0.1364,0.5,0.3582,2,36,38,9.8
289,2011-01-13,1,0,1,11,False,4,True,2,0.2,0.1667,0.44,0.4478,4,33,37,9.8
290,2011-01-13,1,0,1,12,False,4,True,1,0.2,0.1667,0.44,0.4179,3,49,52,9.8
291,2011-01-13,1,0,1,13,False,4,True,1,0.22,0.197,0.41,0.4478,2,81,83,9.8
292,2011-01-13,1,0,1,14,False,4,True,1,0.22,0.197,0.41,0.3881,3,39,42,9.8
293,2011-01-13,1,0,1,15,False,4,True,1,0.24,0.2121,0.38,0.2985,5,55,60,9.8
294,2011-01-13,1,0,1,16,False,4,True,1,0.24,0.2121,0.38,0.3582,2,76,78,9.8
295,2011-01-13,1,0,1,17,False,4,True,1,0.2,0.1818,0.4,0.2836,4,158,162,9.8
296,2011-01-13,1,0,1,18,False,4,True,1,0.2,0.1818,0.4,0.3284,3,141,144,9.8
297,2011-01-13,1,0,1,19,False,4,True,1,0.16,0.1515,0.47,0.2537,1,98,99,9.8
298,2011-01-13,1,0,1,20,False,4,True,1,0.16,0.1515,0.47,0.2239,0,64,64,9.8
299,2011-01-13,1,0,1,21,False,4,True,1,0.14,0.1212,0.46,0.2985,0,40,40,9.8
300,2011-01-13,1,0,1,22,False,4,True,1,0.14,0.1212,0.46,0.3284,0,30,30,9.8
301,2011-01-13,1,0,1,23,False,4,True,1,0.12,0.1364,0.5,0.194,1,14,15,9.8
302,2011-01-14,1,0,1,0,False,5,True,1,0.12,0.1364,0.5,0.194,0,14,14,9.8
303,2011-01-14,1,0,1,1,False,5,True,1,0.1,0.1212,0.54,0.1642,0,5,5,9.8
304,2011-01-14,1,0,1,2,False,5,True,1,0.1,0.1212,0.54,0.1343,0,1,1,9.8
305,2011-01-14,1,0,1,3,False,5,True,1,0.1,0.1364,0.54,0.1045,0,1,1,9.8
306,2011-01-14,1,0,1,5,False,5,True,1,0.1,0.1364,0.54,0.0896,0,8,8,9.8
307,2011-01-14,1,0,1,6,False,5,True,1,0.1,0.1818,0.54,0.0,0,17,17,9.8
308,2011-01-14,1,0,1,7,False,5,True,1,0.1,0.1212,0.74,0.1642,0,70,70,9.8
309,2011-01-14,1,0,1,8,False,5,True,1,0.12,0.1667,0.68,0.0,2,156,158,9.8
310,2011-01-14,1,0,1,9,False,5,True,1,0.14,0.1515,0.69,0.1343,0,117,117,9.8
311,2011-01-14,1,0,1,10,False,5,True,1,0.18,0.1818,0.55,0.194,4,40,44,9.8
312,2011-01-14,1,0,1,11,False,5,True,1,0.18,0.1667,0.51,0.2836,6,47,53,9.8
313,2011-01-14,1,0,1,12,False,5,True,1,0.2,0.197,0.44,0.2537,2,59,61,9.8
314,2011-01-14,1,0,1,13,False,5,True,1,0.22,0.197,0.37,0.3881,4,73,77,9.8
315,2011-01-14,1,0,1,14,False,5,True,1,0.22,0.2121,0.41,0.2836,5,59,64,9.8
316,2011-01-14,1,0,1,15,False,5,True,1,0.24,0.2424,0.38,0.1642,9,59,68,9.8
317,2011-01-14,1,0,1,16,False,5,True,1,0.22,0.2424,0.41,0.1045,3,87,90,9.8
318,2011-01-14,1,0,1,17,False,5,True,1,0.22,0.2273,0.41,0.1642,4,155,159,9.8
319,2011-01-14,1,0,1,18,False,5,True,1,0.2,0.2576,0.47,0.0,5,134,139,9.8
320,2011-01-14,1,0,1,19,False,5,True,1,0.16,0.197,0.59,0.0896,3,89,92,9.8
321,2011-01-14,1,0,1,20,False,5,True,1,0.18,0.2424,0.59,0.0,0,68,68,9.8
322,2011-01-14,1,0,1,21,False,5,True,1,0.16,0.2273,0.69,0.0,4,48,52,9.8
323,2011-01-14,1,0,1,22,False,5,True,2,0.16,0.2273,0.69,0.0,2,34,36,9.8
324,2011-01-14,1,0,1,23,False,5,True,2,0.18,0.2424,0.55,0.0,1,26,27,9.8
325,2011-01-15,1,0,1,0,False,6,False,1,0.18,0.2424,0.55,0.0,3,25,28,9.8
326,2011-01-15,1,0,1,1,False,6,False,2,0.16,0.197,0.59,0.0896,2,18,20,9.8
327,2011-01-15,1,0,1,2,False,6,False,2,0.16,0.197,0.59,0.0896,0,12,12,9.8
328,2011-01-15,1,0,1,3,False,6,False,2,0.16,0.2273,0.59,0.0,1,7,8,9.8
329,2011-01-15,1,0,1,4,False,6,False,2,0.16,0.2273,0.59,0.0,0,5,5,9.8
330,2011-01-15,1,0,1,5,False,6,False,1,0.16,0.2273,0.59,0.0,0,1,1,9.8
331,2011-01-15,1,0,1,6,False,6,False,1,0.14,0.1667,0.63,0.1045,1,2,3,9.8
332,2011-01-15,1,0,1,7,False,6,False,1,0.14,0.2121,0.63,0.0,1,9,10,9.8
333,2011-01-15,1,0,1,8,False,6,False,1,0.14,0.1515,0.63,0.1343,1,22,23,9.8
334,2011-01-15,1,0,1,9,False,6,False,1,0.16,0.1818,0.64,0.1343,2,31,33,9.8
335,2011-01-15,1,0,1,10,False,6,False,1,0.18,0.197,0.59,0.1642,2,57,59,9.8
336,2011-01-15,1,0,1,11,False,6,False,1,0.2,0.197,0.55,0.2239,18,54,72,9.8
337,2011-01-15,1,0,1,12,False,6,False,1,0.24,0.2273,0.48,0.2239,15,74,89,9.8
338,2011-01-15,1,0,1,13,False,6,False,1,0.28,0.2576,0.38,0.2985,21,80,101,9.8
339,2011-01-15,1,0,1,14,False,6,False,1,0.3,0.2879,0.39,0.2836,26,92,118,9.8
340,2011-01-15,1,0,1,15,False,6,False,2,0.32,0.3182,0.36,0.194,21,108,129,9.8
341,2011-01-15,1,0,1,16,False,6,False,2,0.34,0.3333,0.34,0.194,33,95,128,9.8
342,2011-01-15,1,0,1,17,False,6,False,2,0.32,0.303,0.36,0.2836,29,54,83,9.8
343,2011-01-15,1,0,1,18,False,6,False,2,0.3,0.2879,0.45,0.2537,15,69,84,9.8
344,2011-01-15,1,0,1,19,False,6,False,2,0.32,0.303,0.39,0.2537,14,60,74,9.8
345,2011-01-15,1,0,1,20,False,6,False,2,0.32,0.303,0.39,0.2537,6,35,41,9.8
346,2011-01-15,1,0,1,21,False,6,False,2,0.32,0.303,0.39,0.2239,6,51,57,9.8
347,2011-01-15,1,0,1,22,False,6,False,2,0.3,0.3182,0.42,0.1045,0,26,26,9.8
348,2011-01-15,1,0,1,23,False,6,False,1,0.3,0.2879,0.45,0.2836,5,39,44,9.8
349,2011-01-16,1,0,1,0,False,0,False,1,0.26,0.303,0.56,0.0,6,33,39,9.8
350,2011-01-16,1,0,1,1,False,0,False,1,0.26,0.2727,0.56,0.1343,4,19,23,9.8
351,2011-01-16,1,0,1,2,False,0,False,1,0.26,0.2879,0.56,0.0896,3,13,16,9.8
352,2011-01-16,1,0,1,3,False,0,False,1,0.22,0.2727,0.69,0.0,9,6,15,9.8
353,2011-01-16,1,0,1,4,False,0,False,1,0.26,0.2576,0.56,0.1642,0,1,1,9.8
354,2011-01-16,1,0,1,5,False,0,False,2,0.26,0.2576,0.56,0.1642,1,1,2,9.8
355,2011-01-16,1,0,1,6,False,0,False,2,0.26,0.2576,0.56,0.1642,0,1,1,9.8
356,2011-01-16,1,0,1,7,False,0,False,2,0.24,0.2121,0.56,0.2985,0,3,3,9.8
357,2011-01-16,1,0,1,8,False,0,False,1,0.22,0.2121,0.55,0.2836,0,18,18,9.8
358,2011-01-16,1,0,1,9,False,0,False,1,0.22,0.2121,0.51,0.2537,3,29,32,9.8
359,2011-01-16,1,0,1,10,False,0,False,1,0.22,0.2121,0.51,0.2836,8,71,79,9.8
360,2011-01-16,1,0,1,11,False,0,False,1,0.24,0.2273,0.44,0.2537,23,70,93,9.8
361,2011-01-16,1,0,1,12,False,0,False,1,0.24,0.2121,0.41,0.2836,29,75,104,9.8
362,2011-01-16,1,0,1,13,False,0,False,1,0.26,0.2273,0.35,0.2985,23,95,118,9.8
363,2011-01-16,1,0,1,14,False,0,False,1,0.28,0.2727,0.36,0.2537,22,69,91,9.8
364,2011-01-16,1,0,1,15,False,0,False,1,0.26,0.2424,0.38,0.2537,35,78,113,9.8
365,2011-01-16,1,0,1,16,False,0,False,1,0.24,0.2273,0.38,0.2239,22,77,99,9.8
366,2011-01-16,1,0,1,17,False,0,False,1,0.22,0.2121,0.37,0.2537,23,82,105,9.8
367,2011-01-16,1,0,1,18,False,0,False,1,0.2,0.2121,0.4,0.1642,11,56,67,9.8
368,2011-01-16,1,0,1,19,False,0,False,1,0.18,0.197,0.47,0.1343,14,47,61,9.8
369,2011-01-16,1,0,1,20,False,0,False,1,0.18,0.197,0.47,0.1642,7,50,57,9.8
370,2011-01-16,1,0,1,21,False,0,False,1,0.18,0.197,0.51,0.1642,6,22,28,9.8
371,2011-01-16,1,0,1,22,False,0,False,2,0.2,0.2121,0.49,0.1343,2,19,21,9.8
372,2011-01-16,1,0,1,23,False,0,False,2,0.2,0.2273,0.4,0.1045,0,18,18,9.8
373,2011-01-17,1,0,1,0,True,1,False,2,0.2,0.197,0.47,0.2239,1,16,17,9.8
374,2011-01-17,1,0,1,1,True,1,False,2,0.2,0.197,0.44,0.194,1,15,16,9.8
375,2011-01-17,1,0,1,2,True,1,False,2,0.18,0.1667,0.43,0.2537,0,8,8,9.8
376,2011-01-17,1,0,1,3,True,1,False,2,0.18,0.1818,0.43,0.194,0,2,2,9.8
377,2011-01-17,1,0,1,4,True,1,False,2,0.18,0.197,0.43,0.1343,1,2,3,9.8
378,2011-01-17,1,0,1,5,True,1,False,2,0.18,0.197,0.43,0.1642,0,1,1,9.8
379,2011-01-17,1,0,1,6,True,1,False,2,0.18,0.1818,0.43,0.194,0,5,5,9.8
380,2011-01-17,1,0,1,7,True,1,False,2,0.16,0.1818,0.5,0.1343,4,9,13,9.8
381,2011-01-17,1,0,1,8,True,1,False,2,0.16,0.1515,0.47,0.2239,3,30,33,9.8
382,2011-01-17,1,0,1,9,True,1,False,2,0.16,0.1515,0.47,0.2239,8,39,47,9.8
383,2011-01-17,1,0,1,10,True,1,False,2,0.16,0.1515,0.5,0.2537,7,50,57,9.8
384,2011-01-17,1,0,1,11,True,1,False,2,0.16,0.1515,0.55,0.194,9,55,64,9.8
385,2011-01-17,1,0,1,12,True,1,False,2,0.18,0.197,0.47,0.1343,10,70,80,9.8
386,2011-01-17,1,0,1,13,True,1,False,2,0.18,0.197,0.47,0.1343,13,80,93,9.8
387,2011-01-17,1,0,1,14,True,1,False,2,0.18,0.2121,0.43,0.1045,12,74,86,9.8
388,2011-01-17,1,0,1,15,True,1,False,2,0.2,0.2121,0.47,0.1642,21,72,93,9.8
389,2011-01-17,1,0,1,16,True,1,False,2,0.2,0.2121,0.47,0.1642,6,76,82,9.8
390,2011-01-17,1,0,1,17,True,1,False,1,0.2,0.197,0.51,0.194,4,67,71,9.8
391,2011-01-17,1,0,1,18,True,1,False,2,0.18,0.1667,0.55,0.2537,7,85,92,9.8
392,2011-01-17,1,0,1,19,True,1,False,3,0.18,0.1818,0.59,0.194,2,58,60,9.8
393,2011-01-17,1,0,1,20,True,1,False,3,0.16,0.1515,0.8,0.194,4,29,33,9.8
394,2011-01-17,1,0,1,21,True,1,False,3,0.16,0.1515,0.8,0.194,3,24,27,9.8
395,2011-01-17,1,0,1,22,True,1,False,3,0.14,0.1212,0.93,0.2537,0,13,13,9.8
396,2011-01-17,1,0,1,23,True,1,False,3,0.16,0.1364,0.86,0.2836,1,3,4,9.8
397,2011-01-18,1,0,1,12,False,2,True,2,0.2,0.1818,0.86,0.3284,0,3,3,9.8
398,2011-01-18,1,0,1,13,False,2,True,2,0.2,0.197,0.86,0.2239,0,22,22,9.8
399,2011-01-18,1,0,1,14,False,2,True,2,0.22,0.2273,0.8,0.1642,2,26,28,9.8
400,2011-01-18,1,0,1,15,False,2,True,2,0.22,0.2273,0.87,0.1642,3,32,35,9.8
401,2011-01-18,1,0,1,16,False,2,True,2,0.22,0.2273,0.87,0.194,0,61,61,9.8
402,2011-01-18,1,0,1,17,False,2,True,2,0.22,0.2273,0.82,0.194,1,124,125,9.8
403,2011-01-18,1,0,1,18,False,2,True,2,0.22,0.2273,0.8,0.1642,1,132,133,9.8
404,2011-01-18,1,0,1,19,False,2,True,2,0.22,0.2273,0.8,0.1343,1,98,99,9.8
405,2011-01-18,1,0,1,20,False,2,True,2,0.22,0.2727,0.87,0.0,0,83,83,9.8
406,2011-01-18,1,0,1,21,False,2,True,2,0.22,0.2424,0.93,0.1045,0,41,41,9.8
407,2011-01-18,1,0,1,22,False,2,True,2,0.22,0.2576,0.93,0.0896,0,33,33,9.8
408,2011-01-18,1,0,1,23,False,2,True,2,0.22,0.2727,0.93,0.0,1,19,20,9.8
409,2011-01-19,1,0,1,0,False,3,True,2,0.22,0.2727,0.93,0.0,0,3,3,9.8
410,2011-01-19,1,0,1,1,False,3,True,3,0.22,0.2273,0.93,0.1343,1,6,7,9.8
411,2011-01-19,1,0,1,2,False,3,True,3,0.22,0.2273,0.93,0.1343,0,3,3,9.8
412,2011-01-19,1,0,1,4,False,3,True,3,0.22,0.2273,0.93,0.1343,1,1,2,9.8
413,2011-01-19,1,0,1,5,False,3,True,2,0.22,0.2576,0.93,0.0896,0,7,7,9.8
414,2011-01-19,1,0,1,6,False,3,True,2,0.22,0.2576,0.93,0.0896,0,32,32,9.8
415,2011-01-19,1,0,1,7,False,3,True,2,0.24,0.2576,0.92,0.1045,1,89,90,9.8
416,2011-01-19,1,0,1,8,False,3,True,2,0.24,0.2576,0.93,0.1045,1,196,197,9.8
417,2011-01-19,1,0,1,9,False,3,True,2,0.24,0.2576,0.93,0.1045,2,107,109,9.8
418,2011-01-19,1,0,1,10,False,3,True,2,0.26,0.2727,0.93,0.1343,1,46,47,9.8
419,2011-01-19,1,0,1,11,False,3,True,2,0.28,0.303,0.87,0.0896,5,47,52,9.8
420,2011-01-19,1,0,1,12,False,3,True,2,0.3,0.3182,0.81,0.0896,5,65,70,9.8
421,2011-01-19,1,0,1,13,False,3,True,1,0.4,0.4091,0.62,0.2836,11,67,78,9.8
422,2011-01-19,1,0,1,14,False,3,True,1,0.4,0.4091,0.58,0.2537,7,68,75,9.8
423,2011-01-19,1,0,1,15,False,3,True,1,0.4,0.4091,0.54,0.2836,4,78,82,9.8
424,2011-01-19,1,0,1,16,False,3,True,1,0.38,0.3939,0.58,0.3881,10,94,104,9.8
425,2011-01-19,1,0,1,17,False,3,True,1,0.36,0.3333,0.57,0.3284,7,190,197,9.8
426,2011-01-19,1,0,1,18,False,3,True,1,0.34,0.3182,0.61,0.2836,5,156,161,9.8
427,2011-01-19,1,0,1,19,False,3,True,1,0.32,0.2879,0.57,0.4179,4,108,112,9.8
428,2011-01-19,1,0,1,20,False,3,True,1,0.32,0.303,0.49,0.2985,2,74,76,9.8
429,2011-01-19,1,0,1,21,False,3,True,1,0.32,0.2879,0.49,0.4179,4,55,59,9.8
430,2011-01-19,1,0,1,22,False,3,True,1,0.3,0.303,0.52,0.1642,6,53,59,9.8
431,2011-01-19,1,0,1,23,False,3,True,1,0.3,0.2727,0.52,0.4627,1,27,28,9.8
432,2011-01-20,1,0,1,0,False,4,True,1,0.26,0.2273,0.56,0.3881,5,8,13,9.8
433,2011-01-20,1,0,1,1,False,4,True,1,0.26,0.2727,0.56,0.0,2,3,5,9.8
434,2011-01-20,1,0,1,2,False,4,True,1,0.26,0.2727,0.56,0.0,0,2,2,9.8
435,2011-01-20,1,0,1,3,False,4,True,1,0.26,0.2576,0.56,0.1642,0,1,1,9.8
436,2011-01-20,1,0,1,4,False,4,True,1,0.26,0.2576,0.56,0.1642,0,1,1,9.8
437,2011-01-20,1,0,1,5,False,4,True,1,0.24,0.2273,0.6,0.2239,0,6,6,9.8
438,2011-01-20,1,0,1,6,False,4,True,1,0.22,0.2121,0.6,0.2239,0,35,35,9.8
439,2011-01-20,1,0,1,7,False,4,True,1,0.22,0.2121,0.55,0.2239,1,100,101,9.8
440,2011-01-20,1,0,1,8,False,4,True,1,0.22,0.2121,0.55,0.2836,2,247,249,9.8
441,2011-01-20,1,0,1,9,False,4,True,2,0.24,0.2273,0.52,0.2239,3,140,143,9.8
442,2011-01-20,1,0,1,10,False,4,True,1,0.26,0.2273,0.48,0.2985,1,56,57,9.8
443,2011-01-20,1,0,1,11,False,4,True,2,0.28,0.2727,0.45,0.1642,5,63,68,9.8
444,2011-01-20,1,0,1,12,False,4,True,2,0.3,0.3333,0.42,0.0,7,77,84,9.8
445,2011-01-20,1,0,1,13,False,4,True,2,0.28,0.2879,0.45,0.1045,12,86,98,9.8
446,2011-01-20,1,0,1,14,False,4,True,2,0.3,0.303,0.45,0.1343,6,75,81,9.8
447,2011-01-20,1,0,1,15,False,4,True,2,0.32,0.3182,0.45,0.194,8,62,70,9.8
448,2011-01-20,1,0,1,16,False,4,True,2,0.3,0.303,0.49,0.1343,8,83,91,9.8
449,2011-01-20,1,0,1,17,False,4,True,2,0.3,0.3182,0.49,0.1045,8,207,215,9.8
450,2011-01-20,1,0,1,18,False,4,True,2,0.26,0.2576,0.56,0.194,1,184,185,9.8
451,2011-01-20,1,0,1,19,False,4,True,1,0.26,0.2273,0.56,0.3284,6,146,152,9.8
452,2011-01-20,1,0,1,20,False,4,True,2,0.26,0.2424,0.6,0.2836,2,124,126,9.8
453,2011-01-20,1,0,1,21,False,4,True,2,0.24,0.2273,0.6,0.2537,3,54,57,9.8
454,2011-01-20,1,0,1,22,False,4,True,2,0.24,0.2121,0.65,0.2836,0,56,56,9.8
455,2011-01-20,1,0,1,23,False,4,True,2,0.24,0.2121,0.65,0.3284,3,28,31,9.8
456,2011-01-21,1,0,1,0,False,5,True,2,0.24,0.2273,0.7,0.2537,1,20,21,9.8
457,2011-01-21,1,0,1,1,False,5,True,2,0.24,0.2273,0.7,0.2537,0,6,6,9.8
458,2011-01-21,1,0,1,2,False,5,True,3,0.24,0.2424,0.75,0.1642,0,2,2,9.8
459,2011-01-21,1,0,1,3,False,5,True,3,0.22,0.2121,0.8,0.2985,0,1,1,9.8
460,2011-01-21,1,0,1,4,False,5,True,2,0.22,0.2576,0.87,0.0896,0,1,1,9.8
461,2011-01-21,1,0,1,5,False,5,True,1,0.24,0.197,0.6,0.4179,1,4,5,9.8
462,2011-01-21,1,0,1,6,False,5,True,1,0.22,0.2121,0.55,0.2537,0,27,27,9.8
463,2011-01-21,1,0,1,7,False,5,True,1,0.2,0.1818,0.51,0.2836,2,66,68,9.8
464,2011-01-21,1,0,1,8,False,5,True,1,0.2,0.1818,0.47,0.3284,7,210,217,9.8
465,2011-01-21,1,0,1,9,False,5,True,1,0.2,0.1818,0.51,0.3582,7,159,166,9.8
466,2011-01-21,1,0,1,10,False,5,True,1,0.2,0.1667,0.47,0.4627,6,57,63,9.8
467,2011-01-21,1,0,1,11,False,5,True,1,0.22,0.1818,0.41,0.4627,6,53,59,9.8
468,2011-01-21,1,0,1,12,False,5,True,1,0.22,0.1818,0.27,0.5821,11,67,78,9.8
469,2011-01-21,1,0,1,13,False,5,True,1,0.2,0.1515,0.21,0.5821,8,65,73,9.8
470,2011-01-21,1,0,1,14,False,5,True,1,0.2,0.1515,0.25,0.5224,6,56,62,9.8
471,2011-01-21,1,0,1,15,False,5,True,1,0.16,0.1212,0.26,0.4478,4,61,65,9.8
472,2011-01-21,1,0,1,16,False,5,True,1,0.16,0.1364,0.26,0.3582,0,97,97,9.8
473,2011-01-21,1,0,1,17,False,5,True,1,0.14,0.1212,0.28,0.3582,10,151,161,9.8
474,2011-01-21,1,0,1,18,False,5,True,1,0.12,0.1212,0.3,0.2537,1,119,120,9.8
475,2011-01-21,1,0,1,19,False,5,True,1,0.12,0.1061,0.3,0.3284,3,93,96,9.8
476,2011-01-21,1,0,1,20,False,5,True,1,0.1,0.0758,0.33,0.4179,1,52,53,9.8
477,2011-01-21,1,0,1,21,False,5,True,1,0.08,0.0758,0.38,0.2836,0,41,41,9.8
478,2011-01-21,1,0,1,22,False,5,True,1,0.06,0.0303,0.41,0.3881,1,33,34,9.8
479,2011-01-21,1,0,1,23,False,5,True,1,0.06,0.0455,0.38,0.3284,0,27,27,9.8
480,2011-01-22,1,0,1,0,False,6,False,1,0.04,0.0303,0.45,0.2537,0,13,13,9.8
481,2011-01-22,1,0,1,1,False,6,False,2,0.04,0.0,0.41,0.3881,3,9,12,9.8
482,2011-01-22,1,0,1,2,False,6,False,2,0.04,0.0303,0.41,0.2537,0,11,11,9.8
483,2011-01-22,1,0,1,3,False,6,False,2,0.04,0.0303,0.41,0.2836,1,6,7,9.8
484,2011-01-22,1,0,1,4,False,6,False,2,0.02,0.0152,0.48,0.2985,0,3,3,9.8
485,2011-01-22,1,0,1,6,False,6,False,2,0.02,0.0303,0.44,0.2239,0,2,2,9.8
486,2011-01-22,1,0,1,7,False,6,False,1,0.02,0.0152,0.44,0.2836,0,8,8,9.8
487,2011-01-22,1,0,1,8,False,6,False,1,0.02,0.0,0.44,0.3284,1,26,27,9.8
488,2011-01-22,1,0,1,9,False,6,False,1,0.04,0.0303,0.41,0.2537,3,37,40,9.8
489,2011-01-22,1,0,1,10,False,6,False,2,0.04,0.0606,0.41,0.1642,3,50,53,9.8
490,2011-01-22,1,0,1,11,False,6,False,2,0.06,0.0758,0.38,0.1343,4,59,63,9.8
491,2011-01-22,1,0,1,12,False,6,False,2,0.06,0.1061,0.38,0.1045,10,60,70,9.8
492,2011-01-22,1,0,1,13,False,6,False,1,0.08,0.1667,0.35,0.0,12,72,84,9.8
493,2011-01-22,1,0,1,14,False,6,False,1,0.1,0.1364,0.33,0.1045,11,64,75,9.8
494,2011-01-22,1,0,1,15,False,6,False,1,0.12,0.1515,0.28,0.0,10,93,103,9.8
495,2011-01-22,1,0,1,16,False,6,False,1,0.12,0.1364,0.28,0.194,11,72,83,9.8
496,2011-01-22,1,0,1,17,False,6,False,1,0.12,0.197,0.28,0.0,8,59,67,9.8
497,2011-01-22,1,0,1,18,False,6,False,1,0.08,0.0909,0.35,0.194,0,54,54,9.8
498,2011-01-22,1,0,1,19,False,6,False,1,0.08,0.1061,0.35,0.1343,6,53,59,9.8
499,2011-01-22,1,0,1,20,False,6,False,1,0.06,0.0758,0.45,0.1642,1,44,45,9.8
500,2011-01-22,1,0,1,21,False,6,False,1,0.06,0.1061,0.41,0.0896,0,39,39,9.8
501,2011-01-22,1,0,1,22,False,6,False,1,0.06,0.1515,0.49,0.0,7,23,30,9.8
502,2011-01-22,1,0,1,23,False,6,False,1,0.04,0.0758,0.57,0.1045,2,31,33,9.8
503,2011-01-23,1,0,1,0,False,0,False,1,0.04,0.0758,0.57,0.1045,2,20,22,9.8
504,2011-01-23,1,0,1,1,False,0,False,1,0.04,0.0758,0.57,0.1045,1,12,13,9.8
505,2011-01-23,1,0,1,2,False,0,False,1,0.02,0.0606,0.62,0.1343,3,15,18,9.8
506,2011-01-23,1,0,1,3,False,0,False,1,0.02,0.0606,0.62,0.1343,1,4,5,9.8
507,2011-01-23,1,0,1,5,False,0,False,2,0.04,0.0758,0.57,0.1045,0,3,3,9.8
508,2011-01-23,1,0,1,6,False,0,False,2,0.04,0.0758,0.57,0.1045,0,1,1,9.8
509,2011-01-23,1,0,1,7,False,0,False,1,0.08,0.1061,0.58,0.1642,1,1,2,9.8
510,2011-01-23,1,0,1,8,False,0,False,1,0.06,0.0758,0.62,0.1642,2,17,19,9.8
511,2011-01-23,1,0,1,9,False,0,False,1,0.1,0.0758,0.54,0.3582,3,25,28,9.8
512,2011-01-23,1,0,1,10,False,0,False,1,0.14,0.1061,0.46,0.3881,7,51,58,9.8
513,2011-01-23,1,0,1,11,False,0,False,1,0.14,0.1364,0.43,0.2239,22,77,99,9.8
514,2011-01-23,1,0,1,12,False,0,False,1,0.16,0.1212,0.37,0.4627,24,92,116,9.8
515,2011-01-23,1,0,1,13,False,0,False,1,0.14,0.1061,0.33,0.3881,12,75,87,9.8
516,2011-01-23,1,0,1,14,False,0,False,1,0.16,0.1364,0.28,0.3582,17,93,110,9.8
517,2011-01-23,1,0,1,15,False,0,False,1,0.16,0.1364,0.28,0.3582,13,64,77,9.8
518,2011-01-23,1,0,1,16,False,0,False,1,0.16,0.1364,0.26,0.3284,9,56,65,9.8
519,2011-01-23,1,0,1,17,False,0,False,1,0.14,0.1061,0.26,0.3881,5,50,55,9.8
520,2011-01-23,1,0,1,18,False,0,False,1,0.12,0.1212,0.3,0.2537,5,44,49,9.8
521,2011-01-23,1,0,1,19,False,0,False,1,0.12,0.1212,0.3,0.2836,5,45,50,9.8
522,2011-01-23,1,0,1,20,False,0,False,1,0.1,0.1061,0.36,0.2537,4,31,35,9.8
523,2011-01-23,1,0,1,21,False,0,False,1,0.1,0.1061,0.36,0.194,5,20,25,9.8
524,2011-01-23,1,0,1,22,False,0,False,1,0.08,0.0909,0.38,0.194,5,23,28,9.8
525,2011-01-23,1,0,1,23,False,0,False,1,0.06,0.0606,0.41,0.2239,4,17,21,9.8
526,2011-01-24,1,0,1,0,False,1,True,1,0.06,0.0606,0.41,0.194,0,7,7,9.8
527,2011-01-24,1,0,1,1,False,1,True,1,0.04,0.0455,0.45,0.194,0,1,1,9.8
